%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1702023193268882839,40,1702023193268407344,base_link,0.012166447616031272,0.0005238067283710726,-0.9751448735419813,0.2212333130062257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023509059101343155,0.0013187918812036514,0.00048197992146015167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2231605370332504,0.010941768317895369,9.797452712435877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193272631355,41,1702023193272021293,base_link,0.012166447616031272,0.0005238067283710726,-0.9751448735419813,0.2212333130062257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002975374460220337,-0.0008117444813251495,0.0015472527593374252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2387581573714457,0.06053038979701863,9.796904134174204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193275676930,42,1702023193275202274,base_link,0.012170316022461066,0.0005171290320326919,-0.9751452345791022,0.22123152456904818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002975374460220337,-0.0008117444813251495,0.0015472527593374252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2387581573714457,0.06053038979701863,9.796904134174204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193278862030,43,1702023193278538227,base_link,0.012170316022461066,0.0005171290320326919,-0.9751452345791022,0.22123152456904818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002204757183790207,-0.0008117537945508957,0.003677802160382271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20588760390228047,0.010890938863691779,9.797830968230166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193282029999,44,1702023193281751394,base_link,0.012170613228144687,0.0005241629530275587,-0.9751445034405746,0.22123471435668682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002204757183790207,-0.0008117537945508957,0.003677802160382271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20588760390228047,0.010890938863691779,9.797830968230166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193285526235,45,1702023193285233259,base_link,0.012170613228144687,0.0005241629530275587,-0.9751445034405746,0.22123471435668682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019100112840533257,-0.0008117780089378357,0.002612551674246788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21758036703719955,0.029551710749963517,9.797539766710402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193288969331,46,1702023193288508653,base_link,0.012166684244211573,0.000517403940075498,-0.9751434173358343,0.22123973357933535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019100112840533257,-0.0008117780089378357,0.002612551674246788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21758036703719955,0.029551710749963517,9.797539766710402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193292264851,47,1702023193291961669,base_link,0.012166684244211573,0.000517403940075498,-0.9751434173358343,0.22123973357933535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00235111266374588,-0.004007522016763687,-0.0005832314491271973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2449506724921589,0.031821939829276114,9.796886573406429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193295335935,48,1702023193295087575,base_link,0.012162380590377523,0.0005166225354663453,-0.9751438785469901,0.2212379391783053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00235111266374588,-0.004007522016763687,-0.0005832314491271973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2449506724921589,0.031821939829276114,9.796886573406429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702023193298740866,49,1702023193298512458,base_link,0.012162380590377523,0.0005166225354663453,-0.9751438785469901,0.2212379391783053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008446294814348221,-0.0008117072284221649,-0.0005832314491271973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.240487909169963,0.05280642296156176,9.796906503955066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
