%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1702031407391022078,1,1702031407390258789,base_link,0.017947801590504384,0.014991970734750743,-0.653764385027906,0.7563367279860476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00029715243726968765,-0.0011392561718821526,-0.002229994162917137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48975218595584474,0.10796547733002218,9.787159253432856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407393658876,2,1702031407393259763,base_link,0.017947801590504384,0.014991970734750743,-0.653764385027906,0.7563367279860476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024268440902233124,0.0020564571022987366,-0.0022298507392406464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43888274298619384,0.07054638523422567,9.78991343911882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407396715097,3,1702031407396373748,base_link,0.01794522212268537,0.01499242769611957,-0.6537642670293508,0.7563368821301258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024268440902233124,0.0020564571022987366,-0.0022298507392406464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43888274298619384,0.07054638523422567,9.78991343911882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407400307127,4,1702031407399834632,base_link,0.01794522212268537,0.01499242769611957,-0.6537642670293508,0.7563368821301258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003491245210170746,0.0020563462749123573,-0.0011644307523965836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.461296076160069,0.09206554336413826,9.78870419748418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407403409997,5,1702031407403024196,base_link,0.017947656100052473,0.014994423413103464,-0.6537654450438222,0.7563357665572056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003491245210170746,0.0020563462749123573,-0.0011644307523965836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.461296076160069,0.09206554336413826,9.78870419748418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407406812457,6,1702031407406491756,base_link,0.017947656100052473,0.014994423413103464,-0.6537654450438222,0.7563357665572056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001835966482758522,-0.002204745076596737,-9.904243052005768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44245303941521164,0.15148538575625214,9.788834838008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407410136739,7,1702031407409754991,base_link,0.01794952932665888,0.01499282479823601,-0.6537652804665565,0.7563358960528089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001835966482758522,-0.002204745076596737,-9.904243052005768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44245303941521164,0.15148538575625214,9.788834838008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407413414204,8,1702031407413125991,base_link,0.01794952932665888,0.01499282479823601,-0.6537652804665565,0.7563358960528089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018368083983659744,-0.0011395476758480072,-0.004359962418675423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43759248517453525,0.10989722339392576,9.789608542592962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407416687262,9,1702031407416342496,base_link,0.017956146135826148,0.014986414852807918,-0.6537733768636639,0.7563288675504128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018368083983659744,-0.0011395476758480072,-0.004359962418675423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43759248517453525,0.10989722339392576,9.789608542592962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407420236521,10,1702031407419868230,base_link,0.017956146135826148,0.014986414852807918,-0.6537733768636639,0.7563288675504128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000772431492805481,0.0009908676147460938,0.002031758427619934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45008936038067093,0.08430210526296755,9.789295823639225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407423200513,11,1702031407422988891,base_link,0.017964691217486038,0.01497831702512785,-0.6537680737525274,0.7563334090402625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000772431492805481,0.0009908676147460938,0.002031758427619934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45008936038067093,0.08430210526296755,9.789295823639225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407426931470,12,1702031407426479101,base_link,0.017964691217486038,0.01497831702512785,-0.6537680737525274,0.7563334090402625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002919500693678856,-0.0011397209018468857,-0.002229170873761177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45796668416628644,0.13517523281062915,9.788360137051985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702031407430135511,13,1702031407429676771,base_link,0.017965725107246876,0.014979544557644543,-0.6537719795535333,0.7563299840128453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002919500693678856,-0.0011397209018468857,-0.002229170873761177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45796668416628644,0.13517523281062915,9.788360137051985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
