%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1702028661475202782,45,1702028661474782466,base_link,-0.14980521900386926,0.22896962768269963,-0.8641188378072764,-0.4224096827780473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010149335488677025,-0.005246960557997227,0.007398402318358421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278386047602463,-2.500936500488323,8.454627694239754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661478538014,46,1702028661478051424,base_link,-0.14979198484306894,0.22900094481324101,-0.8641185710494173,-0.4223979447380517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010149335488677025,-0.005246960557997227,0.007398402318358421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278386047602463,-2.500936500488323,8.454627694239754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661481888158,47,1702028661481452226,base_link,-0.14979198484306894,0.22900094481324101,-0.8641185710494173,-0.4223979447380517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015474979765713215,-0.007377262227237225,-0.0011237449944019318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3753605573445205,-2.4673432610296078,8.414774936115977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661485114412,48,1702028661484654903,base_link,-0.1497912680621598,0.22903783762834956,-0.8641038246983322,-0.4224083629481946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015474979765713215,-0.007377262227237225,-0.0011237449944019318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3753605573445205,-2.4673432610296078,8.414774936115977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661488615168,49,1702028661488171100,base_link,-0.1497912680621598,0.22903783762834956,-0.8641038246983322,-0.4224083629481946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014409107156097889,-0.009507435373961926,-0.004319591447710991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366338480903432,-2.438245224578287,8.427932634697736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661491854862,50,1702028661491379261,base_link,-0.14980434675660118,0.2290713465684872,-0.8640838438938816,-0.4224264274352423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014409107156097889,-0.009507435373961926,-0.004319591447710991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366338480903432,-2.438245224578287,8.427932634697736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661495170151,51,1702028661494784355,base_link,-0.14980434675660118,0.2290713465684872,-0.8640838438938816,-0.4224264274352423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014408540911972523,-0.00631122849881649,-0.009645987302064896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.332575589624297,-2.4425911764748744,8.444082964111542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661498491586,52,1702028661498044252,base_link,-0.14981033253701143,0.22909826035130998,-0.8640600199194508,-0.4224584397854444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014408540911972523,-0.00631122849881649,-0.009645987302064896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.332575589624297,-2.4425911764748744,8.444082964111542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661501932777,53,1702028661501480817,base_link,-0.14981033253701143,0.22909826035130998,-0.8640600199194508,-0.4224584397854444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014407925307750702,0.002211097627878189,-0.004319729283452034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.436497209578363,-2.387963221334748,8.405660245510521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702028661505006366,54,1702028661504629611,base_link,-0.1497943570643372,0.22912152590702967,-0.864046559320153,-0.4224790175674073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014407925307750702,0.002211097627878189,-0.004319729283452034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.436497209578363,-2.387963221334748,8.405660245510521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
